Channel Statistics Report (Testing Phase)
Summary per channel (Final State):
https://t.me/s/NamiraNet                      | Total: 20    | Active: 6     | Failed: 14    | Success: 30.0%
https://t.me/s/ai_duet                        | Total: 59    | Active: 2     | Failed: 57    | Success: 3.4%
https://t.me/s/antifilterjadid                | Total: 23    | Active: 5     | Failed: 18    | Success: 21.7%
https://t.me/s/appsooner                      | Total: 74    | Active: 2     | Failed: 71    | Success: 2.7%
https://t.me/s/argo_vpn1                      | Total: 5     | Active: 1     | Failed: 4     | Success: 20.0%
https://t.me/s/argooo_vpn                     | Total: 57    | Active: 4     | Failed: 53    | Success: 7.0%
https://t.me/s/artemisvpn1                    | Total: 4     | Active: 1     | Failed: 3     | Success: 25.0%
https://t.me/s/asak_vpn                       | Total: 82    | Active: 9     | Failed: 73    | Success: 11.0%
https://t.me/s/awlix_ir                       | Total: 71    | Active: 2     | Failed: 69    | Success: 2.8%
https://t.me/s/azarbayjab1                    | Total: 79    | Active: 35    | Failed: 44    | Success: 44.3%
https://t.me/s/bestiivpn                      | Total: 13    | Active: 1     | Failed: 12    | Success: 7.7%
https://t.me/s/betv2ray                       | Total: 2     | Active: 0     | Failed: 2     | Success: 0.0%
https://t.me/s/cav2ray                        | Total: 116   | Active: 2     | Failed: 114   | Success: 1.7%
https://t.me/s/club_profsor                   | Total: 18    | Active: 1     | Failed: 17    | Success: 5.6%
https://t.me/s/config_proxy                   | Total: 105   | Active: 6     | Failed: 97    | Success: 5.8%
https://t.me/s/configfa                       | Total: 22    | Active: 3     | Failed: 19    | Success: 13.6%
https://t.me/s/configfast                     | Total: 3     | Active: 1     | Failed: 2     | Success: 33.3%
https://t.me/s/configms                       | Total: 73    | Active: 22    | Failed: 50    | Success: 30.6%
https://t.me/s/configpluse                    | Total: 2     | Active: 0     | Failed: 2     | Success: 0.0%
https://t.me/s/configshubplus                 | Total: 19    | Active: 4     | Failed: 15    | Success: 21.1%
https://t.me/s/configv2rayforfree             | Total: 7     | Active: 0     | Failed: 7     | Success: 0.0%
https://t.me/s/confing_chanel                 | Total: 25    | Active: 6     | Failed: 19    | Success: 24.0%
https://t.me/s/confingv2raayng                | Total: 23    | Active: 3     | Failed: 20    | Success: 13.0%
https://t.me/s/connect_sho                    | Total: 27    | Active: 1     | Failed: 26    | Success: 3.7%
https://t.me/s/customv2ray                    | Total: 15    | Active: 4     | Failed: 11    | Success: 26.7%
https://t.me/s/customvpnserver                | Total: 25    | Active: 1     | Failed: 24    | Success: 4.0%
https://t.me/s/dailytek                       | Total: 14    | Active: 2     | Failed: 12    | Success: 14.3%
https://t.me/s/dailyv2ry                      | Total: 108   | Active: 25    | Failed: 83    | Success: 23.1%
https://t.me/s/deamnet_proxy                  | Total: 20    | Active: 3     | Failed: 17    | Success: 15.0%
https://t.me/s/directvpn                      | Total: 18    | Active: 1     | Failed: 17    | Success: 5.6%
https://t.me/s/dnsforyou                      | Total: 30    | Active: 3     | Failed: 27    | Success: 10.0%
https://t.me/s/eliteproxyv2                   | Total: 10    | Active: 0     | Failed: 10    | Success: 0.0%
